N,P,K,temperature,humidity,ph,rainfall,label
17.13,31.94,18.59,37.66,46.9,6.16,128.42,mango
31.25,19.32,32.75,28.0,51.66,6.94,126.33,mango
31.34,23.61,28.34,35.05,52.47,6.79,122.26,mango
38.91,16.54,18.6,29.41,49.29,6.17,70.45,mango
15.08,21.75,15.23,26.86,56.7,7.01,83.8,mango
21.2,34.21,35.2,36.15,53.86,6.8,96.98,mango
38.19,37.13,19.4,29.02,45.68,6.77,83.08,mango
38.3,20.54,30.16,33.57,51.39,6.61,125.49,mango
33.01,26.59,23.42,32.36,61.21,5.52,82.94,mango
34.14,26.76,29.64,31.13,58.79,6.89,63.82,mango
17.29,36.84,22.89,31.45,59.5,6.25,89.9,mango
27.85,34.07,17.17,34.52,58.96,7.39,147.99,mango
20.79,27.83,20.57,26.14,51.22,7.14,72.59,mango
19.53,31.77,19.7,33.69,46.99,6.68,111.22,mango
35.26,36.18,25.7,36.65,50.45,6.0,93.3,mango
18.38,15.24,31.46,25.75,61.64,5.91,57.1,mango
26.72,25.07,21.6,26.83,64.61,6.18,98.79,mango
38.46,37.68,15.3,34.32,54.88,6.45,120.22,mango
19.65,33.51,27.97,30.68,45.19,6.09,101.32,mango
39.45,28.57,30.14,30.25,47.8,6.53,137.21,mango
39.86,28.24,39.07,26.78,51.44,5.83,78.89,mango
28.89,23.69,29.74,31.59,56.57,7.46,58.62,mango
19.25,28.01,26.78,26.65,46.5,5.72,143.66,mango
22.9,31.38,29.34,31.2,63.87,7.36,87.82,mango
29.41,63.37,37.95,28.87,65.33,5.52,112.46,grapes
34.8,48.29,44.85,24.94,69.72,6.27,67.2,grapes
23.11,52.98,55.4,27.6,66.14,5.67,107.25,grapes
32.9,49.29,45.15,25.01,73.58,5.54,114.0,grapes
18.39,62.99,52.44,23.67,62.56,6.15,77.69,grapes
22.28,37.28,34.17,26.07,64.27,6.27,63.81,grapes
18.62,50.03,37.57,24.32,56.77,6.31,50.21,grapes
35.28,55.61,51.95,27.35,67.18,5.99,86.07,grapes
20.57,58.76,34.94,23.99,60.76,5.71,78.19,grapes
32.94,52.49,40.54,27.08,58.21,6.24,94.39,grapes
38.58,62.27,37.95,23.57,65.89,6.2,65.04,grapes
28.19,63.26,40.5,28.71,65.65,5.75,118.77,grapes
28.5,36.93,51.25,29.54,56.52,6.4,70.62,grapes
26.53,47.07,41.04,23.1,68.96,5.6,68.11,grapes
23.15,35.7,46.66,26.68,67.48,6.48,88.46,grapes
26.89,44.88,33.0,22.71,58.78,6.36,89.91,grapes
30.07,51.11,54.15,27.98,64.39,6.19,67.21,grapes
39.65,62.32,41.1,24.64,69.41,6.44,71.75,grapes
38.44,60.4,49.46,27.28,65.59,6.22,63.58,grapes
36.55,38.82,51.76,27.17,62.91,5.69,107.48,grapes
37.23,37.79,36.29,31.24,61.45,5.94,111.61,grapes
26.7,52.68,56.54,27.49,67.21,5.57,86.99,grapes
31.44,50.96,48.49,27.83,73.78,5.89,107.13,grapes
37.38,42.99,42.86,26.02,68.43,6.24,108.87,grapes
24.82,61.98,35.47,31.49,56.49,5.89,61.06,grapes
39.04,62.82,58.27,29.77,64.21,5.83,127.29,grapes
25.39,47.08,52.65,24.85,72.82,6.1,115.68,grapes
30.03,61.71,36.24,30.44,56.89,6.37,66.36,grapes
32.75,46.52,40.13,26.32,74.78,5.55,64.89,grapes
38.76,57.1,54.29,30.29,73.98,5.89,60.05,grapes
21.12,49.28,50.87,30.23,56.57,5.66,61.07,grapes
33.65,38.68,52.97,23.89,73.67,6.2,109.85,grapes
28.02,62.84,43.24,29.01,62.26,5.61,87.57,grapes
21.71,48.62,51.49,24.91,71.89,6.16,112.63,grapes
34.42,57.03,41.59,24.97,63.37,5.79,109.7,grapes
28.81,46.02,36.34,24.96,63.82,5.7,98.37,grapes
31.52,35.57,48.98,29.26,67.68,6.44,104.91,grapes
23.07,38.02,59.28,24.3,70.49,5.52,51.47,grapes
27.03,49.89,39.32,22.01,55.68,5.94,74.94,grapes
30.43,55.7,43.83,29.15,66.86,5.52,101.03,grapes
25.12,45.04,50.22,23.71,58.73,5.98,50.75,grapes
19.96,55.86,46.25,23.04,61.92,6.0,52.64,grapes
39.04,55.96,55.3,24.38,61.96,5.82,118.15,grapes
27.79,56.12,52.85,25.8,64.38,5.63,104.72,grapes
33.35,49.78,31.75,26.76,61.68,5.88,71.23,grapes
25.28,62.45,59.95,22.45,57.15,6.17,105.04,grapes
23.88,49.68,52.57,31.71,57.91,6.28,113.4,grapes
25.18,48.51,55.92,29.16,55.67,6.03,74.54,grapes
25.23,40.98,49.54,25.23,64.4,6.09,52.88,grapes
28.6,44.23,55.69,25.19,74.09,5.7,124.62,grapes
28.59,36.27,33.37,26.49,57.31,5.79,77.61,grapes
27.43,54.01,40.43,28.26,73.93,5.66,58.52,grapes
18.37,42.46,56.29,23.46,69.67,5.75,89.35,grapes
27.4,44.12,36.05,23.89,67.75,5.72,111.48,grapes
19.23,58.12,32.35,30.59,67.91,6.02,67.73,grapes
18.15,44.82,53.64,24.56,71.53,6.06,71.56,grapes
38.32,42.27,55.06,25.8,57.14,6.44,69.42,grapes
30.12,40.07,34.88,30.71,65.1,5.7,129.33,grapes
31.49,58.25,55.63,28.63,68.94,6.14,65.79,grapes
25.04,38.89,50.6,25.42,66.74,6.32,96.04,grapes
37.72,48.61,45.6,28.84,71.66,6.06,124.02,grapes
30.95,50.21,54.91,22.2,56.45,5.76,61.75,grapes
34.23,55.62,42.58,29.36,68.81,5.76,127.67,grapes
24.21,54.0,35.82,26.87,65.68,5.54,125.8,grapes
39.0,59.32,38.55,30.13,62.58,5.81,120.77,grapes
35.51,36.34,45.15,31.55,61.81,6.24,67.16,grapes
36.35,43.89,45.94,31.26,67.42,5.55,100.72,grapes
19.3,43.4,54.17,31.09,72.82,5.72,110.87,grapes
21.77,39.38,53.74,27.12,64.92,6.21,128.88,grapes
22.14,43.68,47.44,25.6,71.49,6.28,64.43,grapes
21.77,44.29,53.42,26.65,63.04,5.96,111.28,grapes
36.39,50.66,35.75,28.9,57.05,6.2,77.1,grapes
15.8,54.91,31.5,30.84,56.23,5.89,64.05,grapes
16.9,46.43,56.21,24.07,56.03,5.66,83.71,grapes
21.85,56.58,32.27,31.18,62.6,5.9,113.51,grapes
20.0,45.08,37.4,30.15,61.74,6.08,87.19,grapes
20.8,43.71,50.86,31.79,69.36,6.45,93.0,grapes
34.95,51.24,42.28,30.8,69.86,5.57,129.61,grapes
29.08,35.71,56.29,24.8,56.02,6.01,81.93,grapes
15.14,37.39,38.94,23.06,59.42,5.83,99.23,grapes
25.73,47.54,30.36,23.12,60.49,6.01,79.22,grapes
25.2,63.29,39.02,24.91,65.95,5.52,81.42,grapes
17.85,56.65,47.34,28.14,57.89,5.81,105.65,grapes
31.9,37.64,41.28,30.04,57.68,6.32,125.03,grapes
32.55,60.39,46.05,30.99,73.88,6.05,93.39,grapes
33.02,56.97,56.3,28.24,71.08,5.95,111.47,grapes
33.21,53.33,57.37,22.06,58.61,5.79,57.14,grapes
15.0,59.61,37.98,23.86,63.13,5.8,66.89,grapes
38.85,47.12,43.86,23.0,62.11,5.88,90.17,grapes
35.36,41.65,46.47,25.63,70.82,6.34,51.6,grapes
37.6,50.36,58.47,27.01,65.2,6.47,70.23,grapes
15.39,51.47,59.96,22.43,57.56,5.94,91.39,grapes
38.35,51.15,37.06,25.48,69.78,5.89,51.2,grapes
35.24,51.95,51.81,23.79,62.94,6.35,71.16,grapes
35.93,63.46,41.34,28.47,60.26,5.93,91.12,grapes
17.33,62.07,30.24,26.64,62.51,6.05,95.85,grapes
33.47,61.27,30.28,26.95,64.96,5.73,124.06,grapes
39.0,59.04,43.82,26.28,61.86,6.24,101.63,grapes
31.96,63.3,44.65,31.56,59.84,6.03,83.18,grapes
29.26,37.95,30.68,24.15,62.97,6.31,124.43,grapes
111.4,60.69,61.21,37.64,75.43,6.91,53.74,watermelon
88.0,71.19,59.99,33.03,68.44,6.82,62.3,watermelon
85.23,64.46,55.28,37.76,71.11,6.13,52.71,watermelon
107.03,76.75,68.22,29.39,71.43,7.0,55.65,watermelon
102.4,87.52,64.3,34.14,68.19,6.26,117.84,watermelon
111.59,71.74,75.97,27.89,69.1,6.72,52.25,watermelon
109.55,85.35,50.96,28.4,80.77,6.91,61.54,watermelon
105.01,60.01,69.32,31.65,68.34,6.24,87.25,watermelon
119.46,65.06,72.89,29.16,65.57,6.91,88.81,watermelon
101.34,60.91,72.78,27.18,77.59,6.31,52.32,watermelon
84.52,69.84,76.58,28.42,84.52,6.98,103.5,watermelon
113.13,87.25,71.87,25.46,71.62,6.28,102.82,watermelon
90.07,62.91,77.83,34.16,67.37,6.95,58.99,watermelon
111.09,78.19,59.98,31.4,76.41,6.05,63.09,watermelon
118.28,73.54,65.1,26.23,83.13,6.71,115.04,watermelon
107.87,88.15,50.42,27.23,80.68,6.53,106.05,watermelon
103.84,63.68,50.21,26.33,77.45,6.48,95.82,watermelon
98.42,66.36,57.2,32.96,71.3,6.22,46.58,watermelon
94.58,60.89,53.02,26.22,75.84,6.71,73.46,watermelon
94.12,73.02,57.81,34.81,66.82,6.19,84.74,watermelon
105.45,68.33,55.31,25.27,78.58,6.55,54.99,watermelon
110.05,86.1,50.86,28.24,79.5,6.25,75.86,watermelon
107.14,78.15,77.28,36.58,84.3,6.96,88.08,watermelon
87.94,78.42,50.25,34.34,70.21,6.03,66.19,watermelon
99.76,75.96,72.08,25.95,65.37,6.2,102.48,watermelon
111.67,62.76,54.56,35.67,75.91,6.24,107.24,watermelon
99.03,73.35,77.37,31.41,79.14,6.41,65.89,watermelon
101.46,89.99,76.78,36.01,80.81,6.23,107.09,watermelon
110.85,85.06,69.62,32.81,68.87,6.49,48.29,watermelon
106.45,86.8,70.17,33.86,70.24,6.87,107.02,watermelon
96.37,84.7,50.16,37.92,75.25,6.71,52.22,watermelon
115.82,63.09,79.55,28.02,71.61,6.58,46.63,watermelon
86.5,66.82,76.33,33.11,82.21,6.09,91.34,watermelon
119.82,60.09,76.85,30.98,74.48,6.69,77.75,watermelon
84.75,69.11,69.78,25.51,80.99,6.17,112.63,watermelon
80.6,63.26,60.34,25.19,76.61,6.79,69.06,watermelon
115.6,74.18,76.81,26.55,80.46,6.25,62.97,watermelon
89.8,80.31,58.75,33.44,71.65,6.42,80.06,watermelon
109.19,86.24,66.88,32.37,81.63,6.35,76.48,watermelon
112.44,82.48,52.99,32.19,70.49,6.86,67.55,watermelon
114.36,88.16,77.66,25.41,75.92,6.13,95.5,watermelon
119.66,61.62,54.22,31.1,69.28,6.57,100.76,watermelon
91.76,60.37,56.75,37.02,74.51,6.14,108.24,watermelon
108.41,79.84,66.74,30.17,71.36,6.7,117.83,watermelon
84.62,68.68,72.92,33.12,70.33,6.91,61.33,watermelon
96.27,67.61,68.58,35.14,84.34,6.43,97.29,watermelon
113.92,69.93,56.96,35.19,68.2,6.49,71.54,watermelon
94.71,68.09,50.03,31.75,80.75,6.93,94.17,watermelon
103.64,75.34,72.71,36.15,84.68,6.52,78.08,watermelon
100.15,73.2,79.56,30.09,65.4,6.49,119.5,watermelon
105.84,75.37,74.3,36.55,78.98,6.58,98.31,watermelon
118.92,80.18,63.81,28.12,70.06,6.69,116.2,watermelon
82.23,71.61,77.11,28.64,65.81,6.11,106.8,watermelon
102.96,67.54,62.3,25.69,73.06,6.82,112.23,watermelon
114.52,64.99,65.75,35.34,83.7,6.44,105.15,watermelon
99.26,70.48,64.31,30.42,65.24,6.07,76.73,watermelon
83.14,82.25,63.43,27.98,76.76,6.79,60.14,watermelon
102.42,82.7,73.26,28.01,75.03,6.38,69.63,watermelon
93.28,80.01,65.8,36.72,82.47,6.1,41.62,watermelon
86.2,67.02,59.5,35.84,66.68,6.63,81.92,watermelon
113.96,77.64,57.74,32.2,78.63,6.88,80.4,watermelon
100.86,77.12,51.13,33.01,78.6,6.89,82.02,watermelon
117.33,74.53,67.5,31.17,78.38,6.96,117.92,watermelon
112.24,76.5,56.9,30.09,83.85,6.87,112.92,watermelon
107.72,74.75,54.44,36.9,81.46,6.0,52.94,watermelon
80.2,76.96,69.61,26.63,65.84,6.38,69.51,watermelon
97.11,81.47,70.44,30.44,74.42,6.82,73.92,watermelon
87.9,63.29,72.56,29.48,72.96,6.37,68.84,watermelon
116.43,82.49,65.11,31.48,71.2,6.6,103.88,watermelon
86.98,64.08,76.82,30.95,74.03,6.61,81.92,watermelon
91.44,62.0,78.09,31.75,72.68,6.37,85.77,watermelon
100.67,89.28,74.22,26.82,73.65,6.9,108.24,watermelon
90.53,88.71,69.07,31.67,84.59,6.5,104.47,watermelon
88.39,61.81,59.11,28.15,66.77,6.46,50.58,watermelon
103.96,73.3,79.49,27.4,83.44,7.0,97.11,watermelon
83.56,65.59,58.22,25.84,74.6,6.49,74.83,watermelon
82.33,74.56,56.08,34.91,77.47,6.18,63.57,watermelon
94.89,84.91,63.26,30.56,81.6,6.51,44.0,watermelon
108.83,88.52,51.71,33.15,72.21,6.81,78.98,watermelon
102.19,79.03,79.35,34.46,73.61,6.78,68.43,watermelon
96.92,70.62,67.65,33.83,73.19,6.79,60.12,watermelon
102.63,78.1,66.71,31.12,72.49,6.71,95.57,watermelon
94.62,69.36,69.67,30.04,83.51,6.25,101.56,watermelon
117.45,87.29,64.91,29.89,81.58,6.86,59.58,watermelon
82.2,86.11,50.96,33.32,67.18,6.89,43.96,watermelon
106.94,76.75,68.37,31.43,67.16,6.19,107.9,watermelon
115.65,69.74,71.49,36.04,73.56,6.13,40.8,watermelon
112.16,68.8,62.5,36.37,66.97,6.98,114.97,watermelon
87.36,61.0,72.72,27.22,77.38,6.87,90.21,watermelon
91.84,84.47,56.81,26.77,67.87,6.89,65.75,watermelon
108.68,73.51,56.64,33.2,75.45,6.89,59.72,watermelon
83.37,69.75,54.84,28.92,65.14,6.54,40.72,watermelon
112.47,74.13,61.16,25.24,71.33,6.65,58.84,watermelon
108.76,84.56,75.41,36.55,78.54,6.55,51.02,watermelon
109.18,63.74,74.84,27.95,74.68,6.05,88.97,watermelon
84.01,85.73,61.48,37.08,84.57,6.75,53.32,watermelon
108.71,86.93,67.67,34.33,82.48,6.51,82.29,watermelon
107.19,88.4,71.62,34.91,72.18,6.65,87.21,watermelon
113.24,71.92,57.24,27.62,65.91,6.5,63.84,watermelon
81.66,66.51,55.04,28.04,81.91,6.49,42.81,watermelon
81.49,65.81,55.53,31.51,70.29,6.8,49.08,muskmelon
81.05,66.25,63.29,36.37,71.78,6.21,91.25,muskmelon
109.56,79.84,54.97,28.67,75.8,6.89,83.66,muskmelon
92.72,87.34,79.46,37.42,73.12,6.47,55.35,muskmelon
111.85,72.11,52.89,37.86,72.18,6.08,81.39,muskmelon
97.27,66.23,67.68,28.89,68.24,7.42,37.29,muskmelon
98.12,79.46,68.79,30.91,69.48,6.96,85.25,muskmelon
100.52,86.14,66.14,31.72,68.29,7.32,67.26,muskmelon
108.52,82.45,69.87,35.76,76.84,7.01,50.46,muskmelon
90.94,86.06,53.49,33.96,64.6,6.54,75.9,muskmelon
84.86,76.1,66.65,34.44,60.11,6.77,74.91,muskmelon
102.24,82.56,58.62,35.58,73.03,7.01,44.66,muskmelon
93.08,64.2,78.21,29.18,64.05,7.44,32.13,muskmelon
97.7,70.45,72.86,36.33,77.8,6.38,60.35,muskmelon
105.88,71.69,79.18,35.06,77.18,7.31,69.87,muskmelon
99.77,75.34,51.13,33.77,61.53,7.39,91.36,muskmelon
104.81,87.87,58.55,36.9,62.13,7.01,94.98,muskmelon
101.77,86.23,55.86,35.0,69.9,7.4,67.02,muskmelon
109.59,64.04,50.33,30.02,72.18,6.6,82.77,muskmelon
108.24,65.18,57.27,32.3,65.5,7.43,60.75,muskmelon
101.37,70.73,70.36,32.94,74.34,7.05,82.23,muskmelon
107.16,68.72,56.93,28.55,71.9,6.06,44.34,muskmelon
114.94,78.44,65.27,37.55,66.5,7.36,55.97,muskmelon
97.29,87.08,76.63,29.29,60.51,6.73,74.4,muskmelon
96.51,88.87,70.81,34.97,75.0,6.69,31.27,muskmelon
110.57,79.61,61.84,33.06,64.3,6.85,80.57,muskmelon
103.3,85.14,61.17,28.26,76.69,6.22,88.49,muskmelon
82.84,75.76,63.67,37.25,68.41,6.7,57.94,muskmelon
115.68,66.25,55.31,36.52,71.54,7.25,61.36,muskmelon
81.23,75.74,69.02,33.24,77.46,6.02,89.59,muskmelon
109.94,76.65,60.92,30.29,77.27,6.41,84.3,muskmelon
110.35,82.27,75.57,29.22,67.43,6.0,50.17,muskmelon
118.12,66.6,72.7,31.63,64.18,6.62,52.68,muskmelon
82.17,71.05,68.32,30.55,75.5,7.09,77.52,muskmelon
103.87,70.92,60.93,33.07,68.66,7.2,69.42,muskmelon
97.11,88.78,56.3,37.66,63.84,7.42,41.36,muskmelon
93.23,73.32,73.28,33.75,78.09,6.91,51.7,muskmelon
83.61,82.65,64.59,36.9,63.96,6.38,93.0,muskmelon
102.51,82.52,56.74,34.51,60.52,7.39,78.17,muskmelon
99.16,67.97,55.86,32.75,60.41,7.16,99.02,muskmelon
84.18,77.16,54.96,36.55,72.45,6.86,83.69,muskmelon
104.5,86.83,73.31,32.71,73.23,7.04,95.94,muskmelon
109.52,74.26,56.87,36.69,66.22,7.39,45.13,muskmelon
110.69,88.35,65.8,30.92,66.4,7.07,84.0,muskmelon
116.21,66.43,63.55,29.29,66.79,6.55,31.42,muskmelon
96.38,62.22,67.39,36.55,73.6,7.07,76.95,muskmelon
118.12,86.74,76.31,33.87,61.16,6.06,62.85,muskmelon
114.62,85.43,76.03,36.89,78.58,6.58,54.27,muskmelon
91.86,89.78,63.53,37.38,64.45,6.61,90.37,muskmelon
86.37,80.38,50.46,28.54,79.99,6.25,89.8,muskmelon
97.42,88.1,62.79,33.01,63.43,6.03,31.56,muskmelon
96.08,84.81,68.19,31.75,75.43,6.2,72.67,muskmelon
103.03,85.33,66.73,34.26,64.47,6.98,55.75,muskmelon
103.34,77.07,69.54,35.94,61.62,7.2,59.1,muskmelon
110.0,71.47,54.62,30.81,77.5,7.48,88.24,muskmelon
100.4,88.04,69.4,33.57,77.18,6.52,51.69,muskmelon
84.19,72.96,55.48,35.09,68.07,6.9,96.01,muskmelon
114.33,76.16,72.52,29.34,74.05,7.41,42.57,muskmelon
92.39,73.38,60.17,36.14,71.14,6.25,76.39,muskmelon
118.85,76.94,71.3,34.06,77.06,7.08,77.05,muskmelon
84.71,74.12,51.44,37.5,66.3,7.13,47.65,muskmelon
118.33,61.44,62.24,31.4,70.47,6.13,52.73,muskmelon
83.64,86.46,71.15,29.08,69.71,7.29,88.44,muskmelon
89.24,73.33,56.81,33.07,67.08,7.22,83.33,muskmelon
81.86,77.67,73.86,28.86,77.83,6.05,53.04,muskmelon
108.2,64.18,68.92,37.7,63.32,6.14,67.38,muskmelon
114.01,60.1,67.63,28.39,62.99,6.07,34.32,muskmelon
97.36,67.36,60.61,35.54,71.54,6.5,44.61,muskmelon
117.14,81.14,64.47,33.25,73.15,6.76,64.01,muskmelon
103.61,62.98,67.92,31.69,63.89,6.8,36.02,muskmelon
105.2,87.27,64.17,28.66,67.81,6.4,89.03,muskmelon
113.82,66.45,70.95,34.22,78.93,7.37,80.26,muskmelon
91.87,66.14,63.01,33.85,64.93,6.55,96.05,muskmelon
94.17,65.45,56.07,30.81,73.37,6.07,78.54,muskmelon
116.24,60.42,56.42,37.1,74.8,6.45,95.83,muskmelon
116.04,83.15,50.17,31.04,68.96,6.8,68.82,muskmelon
119.06,86.25,59.03,32.5,78.75,6.61,72.02,muskmelon
116.07,78.42,72.47,33.44,74.73,6.41,98.39,muskmelon
85.09,65.65,73.82,29.0,69.16,6.2,74.95,muskmelon
112.95,68.56,56.07,37.32,71.39,7.23,32.16,muskmelon
96.39,74.28,78.77,31.75,73.85,7.49,80.67,muskmelon
119.63,88.63,65.07,28.81,71.84,6.49,93.38,muskmelon
98.89,67.42,77.51,31.87,77.57,6.57,85.69,muskmelon
102.15,81.95,71.2,34.0,67.14,6.93,70.87,muskmelon
101.19,73.18,71.67,33.14,66.0,7.08,76.99,muskmelon
92.87,68.94,52.55,34.95,64.28,6.59,99.31,muskmelon
83.0,73.68,56.6,28.55,60.76,7.36,36.35,muskmelon
115.83,62.14,50.26,30.85,60.86,6.84,76.71,muskmelon
112.11,83.96,71.48,36.19,77.4,6.68,49.84,muskmelon
85.58,67.3,60.33,28.8,73.57,6.97,74.81,muskmelon
111.07,81.76,73.6,36.55,73.21,7.43,72.53,muskmelon
105.03,62.05,60.17,28.92,72.29,7.19,40.74,muskmelon
96.37,88.65,74.58,36.34,76.98,6.06,44.47,muskmelon
90.16,65.79,53.92,31.61,69.61,6.5,73.51,muskmelon
114.39,86.48,55.2,34.12,77.41,6.71,38.98,muskmelon
108.01,84.28,60.23,29.53,67.19,6.47,48.56,muskmelon
101.91,89.04,62.25,28.66,78.53,7.05,88.47,muskmelon
104.38,74.34,60.46,30.16,73.97,7.24,52.9,muskmelon
83.64,81.82,72.91,29.28,65.14,7.1,64.16,muskmelon
98.96,71.12,52.91,31.12,71.28,7.48,95.88,muskmelon
20.68,62.99,54.42,8.32,57.7,5.7,97.71,apple
24.74,55.93,63.58,16.38,66.73,6.24,116.36,apple
30.16,66.45,76.44,13.47,69.0,5.66,117.35,apple
33.88,53.48,62.64,8.77,66.11,6.02,179.32,apple
37.54,50.69,75.19,11.61,57.55,5.72,179.48,apple
37.89,51.53,67.71,15.77,65.77,6.45,91.48,apple
34.42,78.63,55.76,16.37,57.03,6.92,152.6,apple
20.71,54.27,67.43,6.25,53.34,7.0,85.17,apple
15.62,71.25,65.18,8.75,50.67,6.06,83.02,apple
24.59,52.04,61.96,8.69,57.71,6.4,90.53,apple
18.54,53.24,53.59,4.59,68.07,6.78,176.55,apple
32.76,65.27,62.5,12.38,54.78,5.68,174.09,apple
31.53,63.95,52.18,15.97,54.13,6.53,99.39,apple
16.1,78.55,52.96,9.34,69.4,6.11,96.17,apple
35.91,78.35,62.48,14.36,50.5,5.81,104.05,apple
21.22,73.39,59.16,12.79,65.72,6.1,131.55,apple
25.81,68.06,77.77,9.26,56.43,5.61,136.97,apple
31.7,63.65,61.27,5.97,50.75,6.54,102.16,apple
25.74,60.69,72.74,13.93,68.36,5.88,155.66,apple
26.03,78.41,65.91,15.96,52.79,5.97,110.96,apple
16.64,68.09,71.12,13.6,61.04,5.68,172.21,apple
25.04,67.37,57.8,4.25,55.48,6.8,145.67,apple
34.12,56.96,78.26,7.03,51.3,6.24,123.64,apple
37.88,51.4,65.9,4.97,51.0,6.36,158.99,apple
25.34,78.36,74.94,11.99,52.31,6.35,161.79,apple
25.59,59.41,60.95,14.59,51.43,6.12,109.05,apple
32.57,63.28,53.01,5.55,65.21,5.79,113.97,apple
38.57,53.44,70.21,15.74,59.71,6.62,173.6,apple
21.68,75.11,50.23,11.78,56.86,5.69,96.47,apple
26.0,50.83,64.26,13.66,58.37,5.66,84.22,apple
34.9,75.02,55.78,17.6,68.58,6.57,125.41,apple
30.24,54.21,68.82,5.17,68.22,5.81,160.12,apple
17.76,76.6,79.38,16.62,64.31,5.96,157.17,apple
30.69,71.89,63.93,5.77,67.69,6.21,171.95,apple
19.67,54.94,74.52,9.5,56.39,6.17,133.32,apple
27.76,66.97,65.23,15.92,57.62,6.56,90.01,apple
28.23,59.38,64.88,16.69,62.27,6.44,138.87,apple
36.91,55.35,77.91,11.09,62.47,6.47,157.84,apple
26.56,75.78,76.7,12.32,59.63,6.57,89.33,apple
21.99,62.11,73.57,13.91,58.01,5.94,97.27,apple
20.77,61.96,58.89,15.66,69.72,5.98,81.23,apple
36.86,55.1,66.35,5.7,66.42,6.16,139.37,apple
19.28,61.49,56.72,15.34,58.7,5.96,168.67,apple
25.65,76.15,63.32,10.74,64.55,6.98,147.07,apple
19.68,60.89,64.53,10.31,55.39,6.72,178.2,apple
34.33,78.55,74.95,9.93,52.0,5.75,86.3,apple
26.86,78.39,76.88,11.13,57.05,5.51,170.3,apple
23.78,54.35,62.44,17.23,58.06,5.56,161.41,apple
24.03,55.32,50.53,11.67,50.33,5.87,111.42,apple
36.31,75.88,75.85,17.34,66.3,5.67,177.35,apple
28.84,61.78,55.23,6.52,57.18,6.3,108.79,apple
32.95,50.13,68.66,14.14,61.61,6.79,168.93,apple
37.43,58.22,50.75,15.37,51.48,6.61,168.07,apple
37.54,67.93,61.99,13.51,53.5,5.82,155.77,apple
23.21,73.98,79.58,12.5,67.79,6.1,136.35,apple
38.81,54.0,53.02,11.91,62.17,6.26,92.0,apple
15.62,53.32,62.71,16.05,69.01,6.72,133.2,apple
24.42,77.66,59.21,15.5,69.98,6.76,115.68,apple
37.39,72.53,77.15,5.71,57.44,6.86,159.22,apple
21.87,67.69,76.08,15.88,55.98,6.26,155.81,apple
21.83,73.08,57.13,9.8,67.17,6.54,171.06,apple
22.57,62.87,52.44,7.55,69.97,5.67,81.48,apple
30.31,72.75,68.81,16.18,62.59,6.35,160.91,apple
25.96,61.15,60.09,10.05,65.9,5.87,173.85,apple
33.17,57.32,70.16,15.32,65.63,6.15,158.93,apple
37.37,71.87,50.96,7.69,57.11,6.45,93.02,apple
31.85,62.59,54.0,4.06,61.49,5.89,88.13,apple
20.11,79.44,70.59,10.94,66.66,5.58,82.08,apple
38.32,60.48,56.37,5.4,63.76,5.52,142.87,apple
21.61,77.65,75.73,14.56,50.42,5.53,142.97,apple
18.75,77.99,51.76,7.87,56.73,5.51,178.69,apple
17.25,57.26,56.46,10.21,52.89,5.67,119.8,apple
29.08,73.95,79.96,5.22,54.66,5.86,113.19,apple
17.84,62.99,62.99,8.01,68.11,5.83,142.44,apple
18.47,77.53,71.09,14.94,50.74,6.98,162.56,apple
22.5,63.5,55.48,6.12,54.4,5.96,173.68,apple
22.04,72.33,68.3,13.06,56.19,5.69,160.31,apple
30.11,64.01,71.78,16.84,62.34,6.32,122.67,apple
35.42,56.83,59.43,13.52,60.68,6.79,143.49,apple
34.03,55.98,74.87,15.35,54.37,6.52,165.63,apple
21.56,62.76,68.1,5.53,53.28,5.94,129.06,apple
21.13,72.66,61.67,7.51,54.74,6.34,101.67,apple
39.14,68.15,66.73,16.52,60.05,6.57,96.97,apple
15.21,70.66,67.3,14.01,55.42,6.59,80.02,apple
36.99,58.47,54.97,12.95,68.95,6.5,151.82,apple
19.99,64.44,62.08,13.29,59.28,6.81,91.11,apple
38.68,51.33,60.3,9.8,51.18,6.81,104.38,apple
23.56,74.53,62.03,4.62,64.59,6.37,109.79,apple
26.01,79.7,72.83,14.98,56.58,6.14,136.04,apple
32.68,62.21,64.48,13.5,63.07,6.46,119.8,apple
29.69,50.33,78.21,10.62,55.59,6.73,147.47,apple
22.95,55.09,58.81,16.6,61.41,5.51,85.56,apple
28.85,69.58,62.47,8.71,65.44,6.99,92.39,apple
33.27,68.36,73.61,8.12,68.56,5.77,129.92,apple
16.06,73.64,66.38,16.22,55.22,6.21,113.7,apple
15.28,57.62,66.41,15.16,56.7,6.81,109.58,apple
26.45,72.91,51.6,11.21,59.29,5.84,86.7,apple
18.3,70.64,61.96,5.83,68.54,6.22,169.57,apple
31.61,59.68,58.12,7.01,68.03,5.7,149.18,apple
20.35,66.36,79.98,13.19,51.8,6.09,92.16,apple
16.63,23.09,18.14,23.15,68.88,7.12,132.6,orange
39.37,11.6,15.24,27.93,61.79,6.79,61.49,orange
32.03,14.85,29.59,21.3,56.89,6.62,76.81,orange
25.44,25.47,25.94,27.63,62.51,6.4,118.94,orange
32.54,20.57,16.04,20.68,68.21,7.5,93.82,orange
33.91,28.56,26.95,20.13,55.48,6.11,148.42,orange
34.5,18.58,25.18,28.98,60.1,6.07,119.89,orange
